#{"t_start": 1671382572.650349, "env_id": null}
r,l,t
55.133674,185,1854.12824
85.762144,613,1870.266591
28.306732,88,1873.430074
67.826789,244,1880.488171
65.106239,205,1886.908244
36.382655,112,1890.7083
96.853102,448,1903.08348
94.083567,348,1912.810262
88.052163,377,1923.112033
53.541211,537,1941.518434
29.690895,113,1945.485142
61.055227,190,1951.178422
55.712042,385,1961.963077
29.280387,105,1965.548534
53.948257,229,1972.350108
53.278336,201,1978.459753
69.973732,307,1986.798598
23.763458,53,1989.228129
52.821385,162,1994.187993
46.303781,194,2000.166189
39.5487,171,2005.478178
55.674151,309,2013.948522
40.992975,127,2018.053415
42.382956,190,2023.672872
66.55353,244,2030.828137
64.247489,333,2040.194366
96.690069,613,2059.608154
93.080771,308,2068.943113
102.763073,476,2081.778149
53.979586,204,2087.930356
45.709029,168,2093.160608
49.366347,134,2097.486382
50.181088,184,2103.045376
70.923433,272,2110.741559
49.604184,168,2115.980151
29.609488,84,2119.098183
40.964184,115,2123.018306
46.365605,133,2127.56322
118.332891,348,2137.01308
73.304737,321,2145.962717
59.140245,201,2151.984557
67.962672,301,2160.41912
86.187959,371,2170.564998
74.224418,354,2184.130234
45.769823,158,2189.28004
88.082421,393,2200.348035
60.532896,192,2206.273564
43.279214,167,2211.448127
66.63421,189,2217.218228
36.451605,101,2220.861003
32.027117,108,2224.685326
40.701556,156,2229.471252
55.905058,178,2234.97796
49.425901,159,2239.918143
71.818488,278,2248.561361
42.136364,304,2257.022621
59.108116,326,2266.028002
21.770516,76,2268.937966
72.113655,267,2276.528053
42.228216,152,2281.320232
54.469896,151,2286.013277
27.57621,83,2289.183186
34.261764,117,2293.043133
66.739166,376,2307.025251
58.805279,243,2314.124254
105.902921,441,2325.847937
56.879497,224,2332.628404
66.615125,374,2342.878123
50.907538,167,2347.955628
39.842847,187,2353.511757
97.494008,528,2367.881615
66.02908,202,2373.926746
68.327653,366,2383.826337
55.714126,196,2389.708379
110.711074,491,2402.689561
34.183626,134,2406.982374
51.422515,206,2413.048251
63.296725,220,2419.494944
40.845075,116,2427.3698
61.976807,247,2434.551471
44.073084,186,2440.221507
39.714166,125,2444.301055
36.092712,121,2448.303215
96.539296,308,2456.787929
68.924647,296,2465.123226
53.246462,177,2470.601599
61.581496,201,2476.550799
58.137275,207,2482.701689
47.687686,237,2489.711264
45.034099,289,2497.791641
125.395811,697,2515.909451
42.063398,160,2520.918242
58.533277,186,2526.478295
47.506316,188,2532.248357
63.350286,206,2538.388143
26.286048,145,2543.042959
74.061122,232,2553.338091
58.805029,212,2559.478144
113.62655,450,2571.578381
57.904438,162,2576.559989
33.474156,139,2581.004169
37.655352,106,2584.748288
37.940752,190,2590.440143
26.079067,65,2593.123368
101.121915,420,2604.708232
103.369527,501,2618.356006
53.344354,230,2625.020324
37.389146,121,2629.038282
63.869581,169,2634.414173
114.046447,314,2643.178182
79.316786,229,2649.847995
23.117893,83,2653.019605
58.531175,216,2659.474582
54.262942,290,2667.941705
90.6364,449,2683.972669
75.201523,280,2691.921413
34.588374,358,2701.751312
157.552171,484,2714.810871
43.225756,130,2718.929778
32.001116,95,2722.427839
167.788528,846,2744.343345
131.307668,405,2755.468307
117.908166,523,2769.488335
91.575647,440,2781.350202
44.767683,168,2790.25978
103.899472,375,2801.018124
117.139261,444,2813.707961
84.527777,347,2823.24659
91.174916,362,2833.281369
43.656021,125,2837.484797
66.561532,239,2844.451482
125.341851,486,2857.229839
60.487041,330,2866.420715
111.898048,450,2878.738078
51.459237,132,2883.234895
160.254598,670,2900.917835
33.468715,108,2908.5679
43.851798,141,2913.149675
39.847789,151,2917.872818
57.943461,176,2923.353048
56.356072,187,2929.089494
60.582669,168,2934.322548
21.859776,52,2936.633301
66.88315,270,2944.317988
80.505256,331,2953.518157
35.615769,197,2959.467995
137.013476,606,2975.68302
41.745571,150,2980.422067
59.042473,176,2985.808325
69.97793,432,2997.365583
126.058222,612,3013.380323
57.084879,300,3022.11802
52.012476,195,3031.563093
61.933609,168,3036.841651
99.289833,356,3046.61318
126.469515,404,3057.819631
72.478527,267,3065.589464
43.668944,119,3069.598368
116.132079,667,3087.598163
63.122531,183,3093.228152
67.928621,345,3102.758188
95.190787,385,3113.660826
70.729105,254,3120.963118
30.640332,125,3125.151945
49.742016,246,3132.152783
78.247842,245,3139.212946
48.619017,180,3144.820548
97.550302,496,3161.837946
86.169686,536,3176.056228
119.222199,392,3186.721108
96.785022,420,3198.04213
155.055486,432,3209.937743
288.201496,952,3234.567852
81.086513,323,3243.558147
57.577207,202,3249.562053
83.847131,381,3260.181889
48.669464,147,3268.740097
48.352075,348,3278.389944
78.056742,245,3285.537023
142.061584,663,3303.373134
127.358529,712,3321.948212
75.62358,255,3329.549818
145.939737,661,3346.911826
105.673429,388,3357.731166
240.202049,755,3382.00322
101.137384,341,3391.650637
85.352777,319,3400.428195
68.9107,201,3406.774933
102.647083,387,3417.433208
68.662249,167,3422.72873
252.875417,1001,3449.522338
93.422132,426,3461.74432
76.165685,235,3468.730336
183.133024,737,3488.466569
36.208363,112,3492.311171
178.716264,563,3511.059405
112.723864,300,3519.624956
63.887555,257,3527.14973
134.457562,435,3539.272412
51.218382,157,3544.313176
33.245855,122,3548.315211
126.715701,392,3558.968194
66.081605,171,3564.429358
161.133918,845,3586.683044
76.417761,243,3593.897704
88.487905,414,3605.158114
52.932849,142,3609.893196
49.085086,187,3619.429816
67.127121,203,3625.904794
69.798518,209,3632.456312
98.123417,309,3641.28608
50.21517,181,3646.83538
64.794683,286,3655.108171
38.495013,237,3662.117844
67.602506,470,3674.965496
58.983485,207,3681.1724
236.017791,884,3704.060008
92.276272,349,3713.874645
126.262881,388,3724.454213
97.716083,313,3733.017712
58.377664,172,3742.288439
64.033784,203,3748.827894
118.821013,440,3760.728164
76.989161,285,3769.141704
148.137625,574,3784.548162
87.774179,399,3795.215252
210.8744,772,3815.678086
91.948664,353,3825.453296
86.950408,310,3834.120296
32.203885,75,3837.048368
64.009859,216,3843.418114
39.244781,152,3848.163092
73.473998,247,3859.149545
47.249444,131,3863.391127
34.436533,431,3875.123517
168.589717,606,3891.207972
174.267797,656,3908.103213
205.942598,741,3927.907893
64.294119,266,3935.435724
112.01015,314,3944.31555
208.833113,679,3961.899308
50.833487,172,3967.158118
23.631201,64,3973.373105
80.657213,263,3980.937933
255.552167,1001,4006.302889
31.033169,91,4009.651848
45.388376,156,4014.481291
166.257622,708,4032.667916
187.481058,825,4054.088107
63.44504,264,4061.527954
167.569311,656,4078.5012
29.432562,86,4081.71507
133.22901,530,4099.388172
203.233574,909,4123.647778
48.483369,187,4129.331368
81.04904,217,4135.768071
204.197326,1001,4161.497933
54.321103,178,4166.959891
59.482908,233,4173.710238
75.081554,221,4180.107704
96.813132,518,4193.94449
250.308778,910,4220.880708
241.22701,806,4241.926355
146.593575,829,4263.507923
113.48155,473,4276.341176
128.468779,409,4287.624923
180.00236,749,4307.184875
243.455892,1001,4336.031937
198.510842,596,4352.352585
102.526946,455,4365.328007
88.138601,275,4373.268126
179.074212,648,4390.498194
30.771462,89,4393.650014
321.848179,1001,4419.555195
309.521582,1001,4449.013296
300.409179,1001,4474.973204
212.750857,1001,4500.953433
256.800425,1001,4528.968508
28.902897,87,4532.192568
304.558902,1001,4561.970702
102.160904,389,4572.67143
115.35749,407,4583.794735
272.358693,1001,4607.564527
280.28783,1001,4631.358076
351.221157,1001,4661.171506
260.545299,900,4684.697962
304.816246,1001,4710.903978
61.617168,172,4716.207761
346.5754,1001,4742.102219
274.224606,1001,4771.989388
285.72669,1001,4797.838168
196.666771,764,4817.665136
282.680296,1001,4843.945087
326.7381,1001,4873.630976
334.973644,1001,4899.780296
352.962072,1001,4925.892453
321.852591,1001,4951.730417
146.341884,513,4965.487655
331.793732,1001,4994.65784
140.915751,489,5008.352993
58.400555,213,5014.762764
146.504404,484,5027.911161
57.102191,204,5034.138685
395.225859,1001,5059.860048
220.912695,771,5080.40781
117.551109,360,5094.229609
48.637133,170,5099.692233
239.737265,605,5115.61262
323.468961,1001,5141.67758
362.814271,1001,5167.409776
230.349511,604,5183.563082
281.19761,1001,5214.175027
321.871914,1001,5239.968646
119.466893,310,5249.019955
321.973001,1001,5274.607484
261.041714,1001,5300.542343
291.126806,1001,5330.189678
282.709894,785,5351.178523
307.28005,1001,5376.989714
45.245035,120,5381.022452
382.009929,1001,5406.447528
19.426523,73,5409.517864
323.842821,1001,5438.257693
355.97075,1001,5463.937822
393.210328,1001,5490.077784
83.392278,210,5496.614409
378.014447,1001,5522.692689
245.831682,1001,5552.217417
62.883525,278,5560.317708
110.306431,272,5568.081445
282.984304,1001,5594.487789
211.178432,623,5611.237896
396.371095,1001,5637.137676
149.533869,431,5652.162783
364.836946,1001,5678.222295
240.665345,649,5695.257785
86.0697,351,5704.948088
337.842648,1001,5730.517714
222.509734,635,5746.897546
256.995488,1001,5776.121089
143.207647,442,5788.279691
298.85243,916,5811.877578
340.441036,1001,5837.795796
162.096072,459,5850.527875
334.268572,1001,5879.93374
353.641984,1001,5905.542477
122.085776,358,5915.469655
196.548782,553,5930.292556
341.978957,1001,5956.257787
279.971545,1001,5985.701444
45.75159,128,5989.977619
35.889772,89,5993.327567
350.267074,938,6017.779273
351.831405,1001,6043.933343
350.743557,1001,6069.953236
296.819038,1001,6099.549197
382.314899,1001,6125.207535
337.037583,903,6148.492381
378.388044,1001,6173.857628
322.44562,1001,6202.814097
270.782863,720,6222.067768
374.134942,1001,6247.600736
71.275293,201,6253.567695
85.2993,315,6262.321878
134.46737,485,6275.552831
145.347155,457,6287.81778
71.505553,214,6294.132545
341.681295,953,6321.884964
168.168017,514,6335.667531
313.078135,1001,6361.245222
377.672833,1001,6387.902544
377.784373,1001,6414.642994
32.142051,118,6418.65761
405.332323,1001,6448.072636
377.40502,1001,6474.007708
328.664602,1001,6499.620552
68.289613,174,6505.277377
315.901363,1001,6530.860158
373.735717,1001,6559.977474
337.466996,1001,6586.097393
336.592916,1001,6611.86068
396.341282,1001,6638.020883
298.106145,735,6660.969927
71.040323,214,6667.437451
291.001296,1001,6693.507652
361.231576,1001,6720.572787
365.208867,1001,6746.734595
195.055516,643,6767.132467
181.077309,520,6781.139164
341.367,1001,6807.069829
349.412207,1001,6833.298382
389.166909,1001,6858.789372
391.548376,1001,6889.05771
390.167567,1001,6914.667646
323.98681,1001,6942.514122
362.040285,1001,6960.675281
341.78372,1001,6974.778843
108.087996,331,6978.732705
51.766845,145,6980.6487
281.536222,847,6991.742014
353.108183,1001,7006.554931
169.272906,541,7012.951922
388.999951,1001,7026.581435
58.10939,150,7028.945606
267.839582,782,7041.615678
366.571107,1001,7057.935235
375.299535,1001,61774.724154
85.1012,226,61780.642246
354.84521,1001,61793.415347
358.982686,1001,61801.3418
394.729656,1001,61808.992109
318.482036,1001,61816.646915
391.417299,1001,61825.36598
354.402845,1001,61833.036959
422.407347,1001,61840.713828
227.055989,638,61845.738407
407.101446,1001,61853.585028
198.015828,542,61859.071503
379.587831,1001,61868.664751
35.051172,84,61869.672653
312.525208,850,61876.376921
366.60633,1001,61884.221413
352.123345,1001,61893.038597
401.576724,1001,61901.128092
370.505437,1001,61908.9578
354.698235,1001,61916.871224
68.218479,179,61918.594002
402.764312,1001,61928.704851
161.192714,460,61932.592686
430.797959,1001,61940.504729
394.599209,1001,61948.386238
403.883654,1001,61956.30145
371.012832,1001,61965.405738
122.436506,398,61968.766103
371.455841,1001,61977.046715
340.145709,1001,61985.024935
407.358327,1001,61994.627922
394.110229,1001,62004.921625
384.28181,1001,62017.403387
376.953842,1001,62030.993735
390.272074,1001,62041.684426
380.54606,1001,62050.181454
378.15848,1001,62057.988783
348.937803,1001,62065.868928
355.368959,1001,62073.953982
389.662516,1001,62082.917412
351.534016,1001,62091.228671
320.320214,1001,62099.105415
398.785459,1001,62106.840801
375.613404,1001,62115.700966
379.147293,1001,62123.451131
392.440628,1001,62131.182775
338.761282,1001,62138.7163
332.004546,1001,62148.485799
336.441049,1001,62156.599654
399.626691,1001,62164.783545
243.775732,779,62175.878903
167.532685,485,62184.249417
417.844239,1001,62199.435358
306.270498,1001,62211.53121
359.314156,1001,62222.109998
380.164686,1001,62230.058908
143.62894,427,62234.805633
384.912243,1001,62242.505851
396.476087,1001,62250.835383
391.99133,1001,62258.81094
372.273589,1001,62269.574246
338.237303,1001,62277.690583
391.564019,1001,62285.970462
406.668466,1001,62293.874582
387.74486,1001,62304.201005
85.575212,207,62306.280054
375.194162,1001,62315.213391
350.012125,1001,62323.066756
372.002553,1001,62331.152285
169.172731,1001,62341.427542
399.546677,1001,62349.684891
389.131768,1001,62357.813408
427.399083,1001,62365.835412
400.735298,1001,62375.757859
360.616867,1001,62384.117832
387.283505,1001,62392.256455
386.209085,1001,62400.226016
415.023306,1001,62410.553531
293.728087,793,62417.146797
412.263684,1001,62425.044465
396.385534,1001,62433.132557
399.905177,1001,62441.717179
350.306958,1001,62450.936042
301.132145,1001,62458.963235
406.525745,1001,62467.476227
347.06475,1001,62475.616412
400.572479,1001,62484.926787
342.614105,1001,62492.875777
354.265474,1001,62500.381677
410.813684,1001,62507.824162
411.485381,1001,62516.507051
388.541729,1001,62524.297357
375.74642,956,62531.751879
306.591433,1001,62539.793811
350.639201,1001,62549.018559
394.758329,1001,62557.020737
336.786881,1001,62564.640736
371.842335,1001,62572.486329
390.486541,1001,62581.205723
417.465621,1001,62588.868628
373.499452,1001,62597.021813
382.709954,1001,62604.758334
396.830115,1001,62613.33235
375.864457,1001,62620.806975
406.9238,1001,62628.87943
397.660543,1001,62637.306188
375.31148,1001,62652.779639
349.581703,1001,62667.110873
420.290278,1001,62676.307148
404.163291,1001,62684.453437
375.839794,1001,62693.528927
386.25592,1001,62701.286614
398.051928,1001,62709.000625
382.572445,1001,62716.753643
426.239452,1001,62724.726545
367.438108,1001,62734.696336
386.38521,1001,62750.657211
410.899943,1001,62762.298615
368.451149,1001,62770.548724
402.130229,1001,62779.328117
388.631243,1001,62787.050444
411.28721,1001,62794.763619
394.60499,1001,62803.134531
434.968344,1001,62811.870397
348.097576,1001,62820.335008
349.935394,1001,62830.082985
415.725273,1001,62838.128525
400.859573,1001,62847.386084
388.910098,1001,62855.186421
326.828343,1001,62863.080218
424.099296,1001,62870.98521
378.155495,1001,62879.946984
408.646457,1001,62887.850641
392.723338,1001,62895.501547
419.874342,1001,62903.042093
408.375822,1001,62911.89832
282.687152,836,62918.619092
411.618135,1001,62926.398544
394.821106,1001,62934.261509
417.278399,1001,62943.319726
413.749257,1001,62951.001023
418.041961,1001,62958.744716
53.894517,163,62960.256109
415.205259,1001,62968.174315
409.565604,1001,62977.00635
394.312563,1001,62984.688762
366.56213,1001,62992.310308
382.829341,1001,63000.275487
410.470966,1001,63009.014237
392.493544,1001,63017.031808
394.607261,1001,63024.959102
418.635375,1001,63032.896265
374.844563,1001,63041.76106
416.883446,1001,63049.30819
373.347062,1001,63056.98604
400.401945,1001,63064.747364
430.744966,1001,63075.337814
384.833018,1001,63083.125214
411.404154,1001,63091.376539
412.806863,1001,63099.248676
402.415794,1001,63107.111869
394.604465,1001,63116.037021
429.184897,1001,63123.883637
394.611224,1001,63131.603573
378.75689,1001,63139.367804
406.529554,1001,63148.695907
383.908317,1001,63156.768774
360.345623,1001,63165.127384
375.790315,1001,63176.497892
404.59485,1001,63193.044345
383.220103,1001,63200.584325
396.934034,1001,63208.240441
406.206101,1001,63215.732319
394.047751,1001,63224.386971
403.203769,1001,63231.92895
408.197178,1001,63239.486336
346.310632,1001,63246.998127
148.304059,407,63250.22312
191.447496,495,63255.135445
153.838729,389,63258.224355
400.714238,1001,63265.706643
406.496154,1001,63273.249108
378.303928,1001,63280.935441
380.091057,1001,63290.170628
253.294523,658,63295.315238
389.179719,1001,63302.905427
403.031538,1001,63310.431592
420.589277,1001,63319.022072
407.208329,1001,63326.734368
431.895502,1001,63334.34315
417.550185,1001,63341.77349
433.904393,1001,63350.287266
417.576907,1001,63357.768647
402.179325,1001,63365.263435
401.96319,1001,63372.711305
410.882524,1001,63381.271356
361.964241,1001,63389.344788
414.984224,1001,63397.954371
413.256259,1001,63409.517363
397.872119,1001,63421.603768
406.259565,1001,63429.685592
370.714276,1001,63437.856689
385.121903,1001,63447.007836
400.064241,1001,63463.529921
387.843631,1001,63475.558866
409.572516,1001,63483.148383
121.658194,320,63485.804134
410.640128,1001,63493.332794
17.925471,63,63494.122951
416.402044,1001,63502.90359
426.358797,1001,63510.621268
411.99116,1001,63518.481848
67.2492,165,63520.068899
389.812789,1001,63527.631961
390.14489,1001,63536.262464
392.712942,1001,63544.05653
413.626919,1001,63551.717284
379.399069,1001,63560.376662
401.555333,1001,63569.951727
394.6327,1001,63578.952051
425.644369,1001,63587.501307
410.858119,1001,63596.226795
354.160405,1001,63607.546588
416.162403,1001,63616.412641
389.879898,1001,63625.110873
376.892855,1001,63633.49747
400.598129,1001,63643.94879
411.349454,1001,63652.035222
375.504673,1001,63659.871316
368.479364,1001,63669.032801
346.444277,1001,63677.81787
393.08995,1001,63687.610175
409.159714,1001,63696.495354
410.65601,1001,63705.276982
397.266228,1001,63713.336619
395.15998,1001,63722.505568
391.645426,1001,63730.192108
358.638897,1001,63737.822095
402.885905,1001,63745.377859
408.716497,1001,63754.329431
395.736666,1001,63761.965411
184.892791,525,63766.1127
408.575272,1001,63773.6461
371.233508,1001,63782.214084
375.240209,1001,63789.666042
376.173899,1001,63797.144107
385.560151,1001,63804.711775
416.385355,1001,63813.415345
393.560444,1001,63820.942579
415.921604,1001,63828.391635
388.172103,1001,63835.797337
411.476853,1001,63844.337884
401.523295,1001,63851.812587
391.564728,1001,63859.260303
370.01212,1001,63866.910953
397.227096,1001,63874.488436
407.417251,1001,63883.078504
413.784696,1001,63890.572965
426.760636,1001,63898.0073
389.51232,996,63905.470959
408.839079,1001,63914.004428
400.729152,1001,63921.490276
389.078555,1001,63929.087393
417.000731,1001,63936.550962
420.562319,1001,63945.072155
427.463033,1001,63952.540853
329.79653,1001,63960.005307
404.594918,1001,63967.470685
411.595025,1001,63975.889019
392.74383,1001,63983.337831
433.369981,1001,63991.109909
382.971999,1001,64003.250946
413.414181,1001,64014.241056
385.49923,1001,64023.102738
407.031726,1001,64033.803082
377.905809,955,64043.62217
386.491057,1001,64056.031071
404.506212,1001,64065.047769
425.686108,1001,64072.874707
371.805397,1001,64080.820848
392.173975,1001,64089.591831
400.11128,1001,64097.157645
412.223703,1001,64104.843063
436.808665,1001,64112.608684
355.844098,1001,64121.689074
391.856424,1001,64129.862708
407.417656,1001,64137.455897
405.270221,1001,64145.026538
426.318477,1001,64153.66025
421.713885,1001,64161.19771
425.951353,1001,64168.871792
416.922167,1001,64176.435202
413.145067,1001,64185.05379
436.917137,1001,64192.72007
428.711671,1001,64200.453806
399.497471,1001,64208.168762
424.044328,1001,64215.884305
423.778024,1001,64224.818176
436.661136,1001,64232.656281
401.498872,1001,64240.399279
392.96247,1001,64248.182262
392.307172,1001,64257.03207
426.764739,1001,64264.580698
390.701409,1001,64272.083939
438.039153,1001,64279.53648
380.529932,1001,64288.288168
391.188549,1001,64295.854129
408.763198,1001,64303.286827
416.982062,1001,64310.78662
447.061379,1001,64319.346224
393.528946,1001,64326.815654
402.757293,1001,64334.295999
32.937722,102,64335.374254
397.075957,1001,64342.843744
413.031435,1001,64351.657812
375.44656,1001,64359.20174
421.016594,1001,64366.681978
423.010116,1001,64374.181498
396.603255,1001,64382.748065
411.402709,1001,64390.210534
391.978478,1001,64397.67322
404.369366,1001,64405.231905
413.726808,1001,64413.919994
412.006211,1001,64421.435376
410.820682,1001,64429.029299
409.990282,1001,64436.477409
416.554683,1001,64445.055819
430.858288,1001,64452.45574
402.968638,1001,64459.92043
427.789114,1001,64467.591938
419.995858,1001,64476.29301
411.440619,1001,64483.902861
414.520718,1001,64491.418937
401.182772,1001,64498.90353
423.941113,1001,64507.477654
411.173281,1001,64514.973038
417.093717,1001,64522.460078
427.267343,1001,64530.171344
