#{"t_start": 1672700164.0108874, "env_id": null}
r,l,t
145.089744,1676,2.447975
17.033937,1093,4.219341
53.185466,1605,6.425147
55.631638,1115,8.045769
134.347282,2810,11.596759
69.737938,1721,14.309957
3.591511,1407,47.675158
36.268774,1365,81.641518
15.670993,1439,113.4346
50.620442,1396,147.52711
98.832448,1494,177.502782
107.007366,1514,209.198983
42.706797,1137,234.087854
47.949487,2055,279.085278
27.925161,2085,333.970812
2.644384,1597,366.230136
42.004344,1218,392.945001
64.674802,1557,426.104487
34.895514,1976,469.623183
75.44961,1090,502.372351
80.78411,2890,563.635893
119.233073,1867,604.3698
0.055116,1282,632.375495
71.261082,1591,667.107891
124.098324,1741,705.209851
106.453591,2051,749.944267
22.877865,978,771.030907
73.451768,2160,817.722938
184.789178,1971,860.444572
37.272803,3886,940.788146
100.323323,2186,988.220389
8.143856,1375,1018.095947
0.08293,1539,1051.342381
0.080448,2656,1108.749553
41.708703,759,1124.748448
41.579521,1470,1156.501463
0.378412,2831,1217.542158
1.108986,489,1228.526682
8.452905,1641,1264.290696
55.022232,1345,1293.481917
11.146014,3597,1370.847294
120.572153,2239,1417.677935
110.981525,2476,1471.01191
0.100801,797,1488.607523
46.192703,1548,1521.944677
57.030494,1067,1545.370329
0.099494,765,1562.268679
0.094432,1647,1597.705783
46.715223,1278,1625.856753
28.525442,1948,1671.159594
2.501077,934,1701.727369
87.784154,7241,1853.997483
31.476782,1371,1883.406366
3.784378,2193,1930.432067
5.522333,3568,2006.987898
0.18516,2239,2055.141143
7.75653,1357,2084.76141
50.839795,1128,2108.591735
0.07143,2460,2161.512748
207.929062,1993,2204.210969
16.490525,1456,2235.614182
11.13837,2355,2285.501202
24.149753,1190,2311.24554
32.549969,2182,2358.51197
35.463113,1702,2393.703952
33.814235,1897,2434.749603
9.705281,7854,2601.022322
8.058491,7101,2758.765532
35.21945,5701,2880.882448
89.438506,4646,3085.501599
0.44824,1369,3147.162039
6.164852,4400,3284.868228
45.384426,2488,3339.245594
42.562474,3673,3416.125452
100.355798,4685,3517.59279
111.650198,4362,3611.366668
14.695747,1814,3651.176882
16.590017,2018,3695.498842
53.586251,869,3714.817374
0.756561,977,3736.245631
0.109141,688,3751.806167
161.18399,2067,3797.200114
40.539157,963,3818.431633
75.115978,1117,3843.287719
3.34031,1144,3868.089775
159.674501,1729,3906.021163
1.77313,4294,3999.254424
0.13381,1426,4031.07422
0.115385,1550,4065.017032
48.182725,1340,4093.054054
11.473861,2653,4151.382086
63.07206,2518,4205.886251
1.034123,1360,4235.992636
65.106499,2070,4282.047931
132.644322,1545,4316.170589
99.161385,1833,4357.043318
15.172582,854,4376.402059
0.417104,1421,4408.129288
0.065341,5072,4536.461792
0.093447,2613,4594.292737
18.106897,1778,4632.858133
12.731909,1734,4671.474827
59.800938,2000,4715.955009
105.607501,1576,4751.01531
40.593416,2685,4809.799498
36.621695,1320,4839.016758
44.84836,933,4860.055299
110.812412,1996,4904.146924
2.051603,1912,4950.253232
132.888942,1900,5001.691655
134.46316,3472,5097.137995
31.084451,2650,5170.767091
9.899305,1251,5201.687408
0.029291,1066,5228.977132
50.752736,1333,5262.294597
165.220631,2796,5326.234551
74.328532,2196,5381.765021
61.178448,996,5407.511609
0.037091,773,5425.69408
78.106983,3850,5524.767032
18.754673,1297,5557.70002
3.357656,3507,5641.205654
110.856584,3605,5729.555305
39.357548,848,5750.329649
59.452833,1229,5779.075861
0.030076,1943,5823.50523
1.754848,970,5846.603144
3.500509,860,5867.100051
10.607046,1409,5899.642528
60.541982,2511,5957.251257
23.639627,3152,6027.279414
32.936844,816,6047.255508
60.928531,4190,6161.159126
89.598123,1193,6195.246262
50.802765,697,6213.479488
147.142614,3220,6295.177038
4.50016,1519,6332.411523
57.699212,1181,6362.949196
0.269607,1108,6390.13432
78.901722,1421,6425.912992
0.765491,938,6448.950238
1.384818,968,6472.435515
39.697882,896,6495.509147
53.575071,2534,6559.770656
67.325955,2392,6615.946291
20.570778,923,6636.356018
29.317947,848,6657.071515
21.422375,1018,6681.031771
92.838089,1916,6726.883922
47.57278,1711,6764.850992
52.248256,1823,6808.668272
74.622408,1071,6835.948138
0.03185,1890,6883.460714
77.567374,2039,6933.900506
0.296198,993,6961.756048
45.22796,1637,7002.888436
190.279619,3570,7090.311018
41.745801,2532,7152.432765
58.41157,916,7178.412605
9.363873,6147,7328.642564
0.030724,800,7351.635445
0.080427,915,7376.540128
139.707043,3171,7455.170012
30.67329,5187,7584.823309
53.506062,2457,7645.503574
91.98516,1763,7688.236385
0.064485,1577,7726.941617
19.68455,1149,7760.438671
47.397303,998,7789.183009
74.45807,1084,7819.314091
3.574351,1328,7853.828614
0.065917,565,7870.540883
0.229652,545,7884.904763
0.062419,625,7901.766707
0.058286,492,7914.332446
0.064051,703,7932.818275
0.070215,669,7949.310326
0.053659,772,7968.057928
6.081102,1954,8016.974476
77.951461,3558,8101.916086
18.501416,1163,8128.109626
0.179042,709,8145.0718
35.559221,1131,8171.304702
87.415475,932,8195.261518
56.949653,1359,8229.650444
77.981106,1473,8271.770561
0.327729,3869,8375.327271
46.586482,1646,8419.016615
132.304334,1684,8456.87936
0.18905,654,8472.217464
0.625933,1142,8501.088185
0.185124,687,8518.76698
61.303133,1875,8565.673632
12.34853,2808,8638.148704
0.077642,2177,8696.191032
29.299473,1588,8738.141261
38.567387,1012,8766.904444
93.074407,2919,8845.092856
0.07489,3897,8934.077174
38.342123,1528,8970.489219
82.694455,1567,9011.039998
120.667282,6142,9156.364514
165.381249,3306,9231.934646
0.301909,927,9253.321595
41.810386,1954,9303.711565
0.176532,653,9321.094573
64.586857,1725,9365.027745
0.176722,1298,9396.435517
62.123885,3371,9476.391315
28.396482,918,9500.318993
36.523803,2449,9569.213706
0.095752,781,9589.300276
87.122629,2825,9655.87459
14.299555,2403,9710.853578
36.055061,1584,9749.542294
3.917865,936,9773.499156
0.101648,811,9795.502286
0.056693,894,9821.370123
0.102484,1240,9853.689085
147.94655,2931,9932.750643
46.033571,921,9956.158028
5.469567,716,9975.779523
