#{"t_start": 1672960355.3323843, "env_id": null}
r,l,t
0.132435,10001,36.389733
0.093185,10001,63.239722
0.062689,10001,92.294717
0.0164,10001,119.698721
0.071125,10001,149.358716
0.030325,10001,175.980724
0.077841,10001,205.426727
0.147897,10001,232.396725
0.055228,10001,260.470716
0.059438,420,264.842726
0.096425,5610,283.188717
0.031246,1405,287.094724
0.043734,5717,304.497719
0.052748,10001,331.702717
0.028004,9435,358.177717
0.095912,10001,387.453717
0.05634,10001,414.410718
0.024812,10001,443.174718
0.037451,597,445.293721
0.083145,5997,461.140719
0.080961,6342,479.744718
0.081175,574,481.816722
0.052583,7319,502.432717
0.025419,286,503.887719
0.008458,4413,518.30372
0.117909,9519,544.860717
0.060579,1285,550.42972
0.219123,601,552.596721
0.217273,7188,573.049717
0.107957,800,575.586719
0.095295,10001,603.003719
0.151892,2993,614.325718
0.042225,1230,617.837721
0.369646,5463,634.528719
0.454067,1646,638.930718
0.171746,934,641.807719
0.210601,1817,648.45472
0.227846,1919,653.46172
0.849546,1294,657.142719
0.22436,10001,685.920717
0.148531,10001,712.585716
0.090379,10001,740.978717
0.123922,7820,762.680718
0.156248,4893,776.113718
0.240131,10001,802.796716
0.204303,6098,822.780717
0.237884,8690,846.319717
0.044246,475,848.17272
0.155963,5131,862.086718
0.060571,4707,875.499718
0.036119,2105,882.855721
0.094625,10001,909.745719
0.262177,10001,938.020717
0.075881,1351,941.76372
0.164535,857,944.44572
0.191067,1426,950.307721
0.519655,1185,953.671724
0.119136,695,956.159717
0.277597,1128,959.654725
0.116981,595,963.690724
0.229785,1042,966.81972
0.101658,944,969.660722
0.164272,674,971.921718
0.436642,1510,977.911722
0.256721,1010,980.935719
0.211488,2209,986.56872
0.34476,10001,1014.961718
0.184806,936,1017.89372
0.104467,513,1019.810719
0.267279,1292,1023.456721
0.229107,2445,1031.459719
0.177681,1663,1035.86672
0.119467,3332,1045.858718
0.091659,10001,1074.527718
0.080056,7875,1096.489717
0.139568,851,1099.13372
0.064497,3322,1110.992716
0.070304,760,1113.43672
0.129816,2479,1119.661719
0.045975,1955,1126.688719
0.029867,6853,1146.546722
0.213775,10001,1172.967717
0.076403,4086,1184.772718
0.153622,3283,1194.743716
0.065869,911,1197.576719
0.07184,1126,1200.82472
0.693263,850,1205.293717
0.099717,772,1207.83772
0.160745,1088,1210.98272
0.190052,724,1213.35672
0.195468,1071,1216.526737
0.039427,900,1221.197718
0.254246,642,1223.442719
0.429893,897,1226.201721
0.06631,2161,1234.110719
0.380318,2260,1239.828719
1.046578,837,1242.403721
0.121272,1249,1247.805719
0.532164,376,1249.42372
0.175547,856,1252.09972
0.235716,663,1254.310723
0.131881,747,1256.769718
1.853153,663,1258.985718
0.016371,850,1263.466718
0.137619,851,1266.104721
0.737868,843,1268.780721
0.066676,844,1271.435721
0.10182,690,1273.71172
0.258769,793,1278.221718
0.106773,503,1280.11072
0.044652,591,1282.23672
0.266513,519,1284.140718
0.188509,417,1285.87772
2.178708,433,1287.642718
0.141555,775,1290.214717
0.227448,378,1293.722723
0.24133,555,1295.726719
0.023969,3294,1303.745721
0.099198,1012,1308.652719
0.031012,1010,1311.657719
0.222054,720,1314.00572
0.189286,520,1315.912719
0.329965,585,1318.004718
0.111002,785,1322.385722
0.546086,637,1324.579745
0.132101,478,1326.419718
0.054003,1422,1330.370721
0.548774,816,1332.945719
0.253256,717,1337.497719
1.383395,425,1339.275725
0.667692,454,1341.065719
0.166357,508,1342.929719
0.124711,480,1344.789721
3.233067,802,1347.325719
0.964482,564,1349.381719
0.20511,648,1353.497719
1.508116,409,1355.185721
0.11748,392,1356.835722
0.117614,545,1358.951722
0.33658,433,1360.67072
1.398666,526,1362.615723
0.477856,633,1364.858718
1.850957,563,1366.868718
0.037212,571,1370.941722
0.072956,493,1372.832719
0.187553,496,1374.747719
0.225433,593,1376.863719
0.383465,557,1378.895721
0.884788,470,1380.73272
0.546233,627,1382.89172
0.118343,484,1384.731719
0.60684,420,1388.339722
0.449995,556,1390.405722
2.588767,503,1392.31372
0.962166,389,1393.971717
0.858484,509,1395.878725
0.933155,386,1397.494721
0.729608,528,1399.486719
1.350985,528,1401.426722
0.74388,483,1403.281719
1.245042,429,1408.079719
0.212739,438,1410.490718
1.307138,561,1412.50572
0.247548,446,1414.286717
0.065628,484,1416.15072
1.089004,433,1417.890721
0.107566,458,1419.762719
2.480902,418,1421.455719
0.59032,568,1425.427719
0.906476,527,1427.394719
0.339885,330,1428.957723
1.519228,418,1430.68172
1.586782,401,1432.355719
0.359587,409,1434.070721
1.359848,386,1435.756727
0.566758,464,1437.572721
1.076882,489,1439.505719
3.865667,452,1441.31672
1.156981,577,1445.308721
2.547792,396,1446.985719
2.291103,626,1449.192722
1.109886,318,1450.649723
0.898845,370,1452.23472
0.528145,1000,1455.211719
1.69819,511,1457.108721
0.249484,508,1460.964719
2.412063,383,1462.630719
1.090451,530,1464.609721
0.38466,879,1467.680717
0.173814,467,1469.539721
0.264629,317,1471.067721
0.32894,2041,1478.290718
1.79113,496,1480.260719
0.471444,608,1482.393719
1.210092,798,1484.950719
1.470501,378,1486.577719
1.385816,460,1488.381719
0.177349,417,1490.115717
2.436129,480,1493.862721
1.000217,554,1495.94372
1.278276,433,1497.712721
4.471671,443,1499.56672
1.142511,436,1501.376719
2.049609,490,1503.23273
2.52105,529,1505.198718
1.342628,466,1507.042719
0.312318,459,1508.87572
1.029917,511,1512.731719
0.26035,517,1514.78472
0.605001,480,1516.655723
0.716438,634,1518.83772
1.679809,416,1520.625719
2.654136,299,1522.08972
3.636922,614,1524.26172
3.091184,510,1526.21772
0.830528,765,1530.70172
2.654886,414,1532.42172
0.320578,469,1534.286721
1.847084,331,1535.856721
1.283061,541,1537.902721
2.938466,566,1540.015721
0.282881,628,1542.157726
1.375333,443,1543.944718
0.521149,632,1548.065719
0.534289,739,1550.58272
0.156385,458,1552.368719
1.645827,542,1554.37672
2.652402,562,1556.40872
0.650017,673,1558.71572
3.00641,509,1560.722719
3.297514,616,1564.925719
1.802021,618,1567.088721
0.60755,605,1569.251722
3.227194,557,1571.321719
0.465416,602,1573.465721
0.419622,654,1575.71972
1.352163,473,1577.549729
0.780895,935,1582.33172
0.934934,674,1584.637722
2.506584,602,1586.763721
3.700903,510,1588.719719
4.566256,503,1590.898725
6.688585,462,1592.73072
0.126165,462,1594.557718
3.915857,520,1598.38772
2.102841,445,1600.19772
1.46821,594,1602.324722
0.878475,2778,1611.274718
4.037194,471,1613.07772
2.498401,471,1614.930722
4.254273,517,1616.869722
2.682928,667,1619.116721
0.9375,394,1620.853719
1.733592,488,1622.728719
2.048088,495,1624.58272
1.75615,507,1626.481718
0.619249,572,1630.393719
0.735274,507,1632.387719
1.593175,518,1634.31972
2.047934,600,1636.435722
4.278174,539,1638.43272
1.670877,530,1640.469722
0.242535,508,1642.40472
1.020143,477,1646.225718
1.052231,564,1648.28772
0.976998,440,1650.028723
3.487118,561,1652.092721
0.982052,405,1653.762719
2.376491,503,1655.63572
0.578923,253,1656.980719
0.928695,686,1659.293723
1.963296,561,1663.303721
3.285373,556,1665.335723
0.782398,580,1667.42772
0.553351,584,1669.46873
0.568324,796,1672.024718
1.844693,470,1673.883718
4.972711,492,1675.84972
2.400612,466,1677.670723
4.706274,601,1681.86272
4.979807,545,1683.853722
3.734964,485,1685.761719
4.745248,455,1687.538722
2.036032,485,1689.429721
4.918266,493,1691.35072
0.571027,637,1693.56572
2.199347,483,1695.43172
0.319713,456,1699.188718
0.612824,578,1701.369717
4.386162,409,1703.060724
2.301565,503,1705.316718
1.322883,3191,1717.130718
3.917658,549,1719.165718
1.500294,534,1721.123719
2.847004,447,1722.940719
3.052162,445,1724.69572
4.22371,436,1726.459719
